Data e Hora de Execução: 24-06-2024-12:33:51
Tempos em segundos:
Tamanho/Tipo,Aleatorio,Aleatorio-RangeMenor,Aleatorio-RangeMaior,Aleatorio-CEP,Aleatorio-Iguais,Aleatorio-Extremo,Crescente,Crescente-RangeMenor,Crescente-RangeMaior,Crescente-CEP,Crescente-Iguais,Crescente-Extremo,Decrescente,Decrescente-RangeMenor,Decrescente-RangeMaior,Decrescente-CEP,Decrescente-Iguais,Decrescente-Extremo
10000,0.001099,0.000624,0.002615,0.001600,0.000457,0.005467,0.001097,0.000650,0.000485,0.001602,0.001044,0.005466,0.001097,0.000621,0.002630,0.001601,0.002053,0.005467,
100000,0.010976,0.006229,0.026025,0.016853,0.004542,0.056381,0.010970,0.006580,0.005103,0.016119,0.010409,0.054875,0.011429,0.006546,0.025963,0.016291,0.021991,0.054718,
500000,0.066458,0.033941,0.138909,0.085529,0.024080,0.284117,0.066442,0.032739,0.025927,0.083752,0.054589,0.280114,0.065541,0.032605,0.138704,0.084631,0.107599,0.280657,
1000000,0.117289,0.066358,0.279863,0.170730,0.048605,0.565174,0.117179,0.066722,0.051448,0.170452,0.111574,0.568465,0.119646,0.068793,0.289926,0.173276,0.218418,0.571247,
Tempo Total,60.591702
Tempo Medio Total,0.084155
